종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
011790,SKC,KOSPI,,95200,11300,13.47,93000,96400,90500,1591327,1.48753E+11,3.60506E+12,37868298
018670,SK가스,KOSPI,,149600,-700,-0.47,150300,150900,147300,13148,1954541700,1.38084E+12,9230244
001740,SK네트웍스,KOSPI,,6070,380,6.68,5770,6070,5770,611075,3639110970,1.43117E+12,235778265
006120,SK디스커버리,KOSPI,,39500,1100,2.86,38600,39600,38550,23412,918040800,7.51995E+11,19037855
006125,SK디스커버리우,KOSPI,,30050,350,1.18,29900,30250,29850,2555,76907350,40821572750,1358455
210980,SK디앤디,KOSPI,,26800,-450,-1.65,27500,27500,26050,312853,8303160050,5.94696E+11,22190164
068400,SK렌터카,KOSPI,,10990,300,2.81,10860,11110,10630,8644,94783460,5.19671E+11,47285840
395400,SK리츠,KOSPI,,4020,130,3.34,3930,4020,3915,198922,789964475,1.08593E+12,270132679
302440,SK바이오사이언스,KOSPI,,69600,6800,10.83,65000,69600,64500,340687,22917052800,5.34417E+12,76784046
326030,SK바이오팜,KOSPI,,83200,5900,7.63,78700,83200,78500,245502,19867755500,6.51566E+12,78313250
402340,SK스퀘어,KOSPI,,47200,1950,4.31,44650,47200,44650,316853,14654509550,6.5599E+12,138981036
260870,SK시그넷,KONEX,일반기업부,33200,1050,3.27,34150,34150,32150,19096,622470800,2.02909E+11,6111710
361610,SK아이이테크놀로지,KOSPI,,74500,7400,11.03,71100,74500,69200,735273,53112893800,5.31167E+12,71297592
100090,SK오션플랜트,KOSPI,,17230,590,3.55,16830,17350,16830,209607,3596944280,1.01994E+12,59195568
03473K,SK우,KOSPI,,130100,2600,2.04,128900,130400,128100,1400,181176200,73654163500,566135
096770,SK이노베이션,KOSPI,,155500,18400,13.42,145000,158600,141600,2530588,3.82153E+11,1.56519E+13,100655564
096775,SK이노베이션우,KOSPI,,98900,8400,9.28,94300,100500,93000,23066,2229732500,1.23469E+11,1248426
001510,SK증권,KOSPI,,622,7,1.14,615,622,610,1668153,1030203428,2.93951E+11,472590171
001515,SK증권우,KOSPI,,1960,57,3,1920,1960,1920,14465,27882152,7668527440,3912514
285130,SK케미칼,KOSPI,,60900,2900,5,59200,60900,58600,85536,5144530300,1.05076E+12,17253783
28513K,SK케미칼우,KOSPI,,28400,700,2.53,27900,28650,27900,5877,166312300,60078183600,2115429
017670,SK텔레콤,KOSPI,,49800,0,0,49550,49800,48900,938216,46290402000,1.08979E+13,218833144
000660,SK하이닉스,KOSPI,,133000,7200,5.72,125800,133000,125800,6894572,9.01528E+11,9.68243E+13,728002365
048550,SM C&C,KOSDAQ,중견기업부,1935,63,3.37,1885,1942,1850,649799,1245713509,1.87127E+11,96706620
063440,SM Life Design,KOSDAQ,중견기업부,1923,23,1.21,1900,1925,1894,282981,542122980,88514063142,46029154
003570,SNT다이내믹스,KOSPI,,13760,-540,-3.78,14000,14170,13520,748926,10327342760,4.57557E+11,33252697
064960,SNT모티브,KOSPI,,41550,550,1.34,41500,41900,41300,27413,1139069500,6.07591E+11,14623136
100840,SNT에너지,KOSPI,,21300,200,0.95,21250,21400,20750,147347,3112290650,1.59893E+11,7506711
036530,SNT홀딩스,KOSPI,,16250,50,0.31,16210,16410,16100,9148,148622580,2.64938E+11,16303886
005610,SPC삼립,KOSPI,,64600,-500,-0.77,66000,66000,63900,11992,772612500,5.57434E+11,8629009
011810,STX,KOSPI,,10350,1040,11.17,9620,10500,9450,2483068,25077830320,2.4486E+11,23657927
465770,STX그린로지스,KOSPI,,12170,180,1.5,12150,12430,11850,514335,6246309050,87271459440,7171032
077970,STX엔진,KOSPI,,11970,-160,-1.32,12180,12260,11900,20555,247997720,2.75417E+11,23008904
071970,STX중공업,KOSPI,,10360,-150,-1.43,10520,10600,10260,323675,3362677310,2.95806E+11,28552669
002820,SUN&L,KOSPI,,2480,90,3.77,2420,2520,2390,2181,5252860,31267812720,12607989
289080,SV인베스트먼트,KOSDAQ,중견기업부,1866,37,2.02,1839,1872,1823,396955,735029907,99334644000,53234000
084870,TBH글로벌,KOSPI,,2270,-95,-4.02,2375,2435,2265,97602,227589970,47344979130,20856819
002710,TCC스틸,KOSPI,,62100,8000,14.79,57000,62100,54800,786443,46346785700,1.62787E+12,26213697
089230,THE E&M,KOSDAQ,중견기업부,162,-1,-0.61,164,167,161,1082092,176216680,30076940412,185660126
161570,THE MIDONG,KOSDAQ,중견기업부,684,-66,-8.8,770,839,680,2494541,1840081367,14429906136,21096354
032540,TJ미디어,KOSDAQ,중견기업부,5800,50,0.87,5750,5870,5720,42248,243707030,80803332200,13931609
022220,TKG애강,KOSDAQ,우량기업부,1186,-1,-0.08,1186,1210,1180,40739,48427484,61428370694,51794579
069260,TKG휴켐스,KOSPI,,22600,450,2.03,22200,22600,22150,107454,2412015100,9.23856E+11,40878588
048770,TPC,KOSDAQ,벤처기업부,3560,90,2.59,3540,3590,3470,214158,758269715,55884847960,15697991
246690,TS인베스트먼트,KOSDAQ,벤처기업부,1248,27,2.21,1221,1254,1220,95371,118068072,51764371776,41477862
317240,TS트릴리온,KOSDAQ,벤처기업부,1392,-108,-7.2,1500,1500,1381,1202189,1717620539,1.31471E+11,94447625
002900,TYM,KOSPI,,5380,150,2.87,5300,5400,5270,279309,1492657320,2.42374E+11,45050956
024070,WISCOM,KOSPI,,2675,-5,-0.19,2685,2710,2655,3382,9044410,40998221650,15326438
057030,YBM넷,KOSDAQ,중견기업부,4205,-5,-0.12,4260,4260,4115,297111,1245470815,68594890885,16312697
037270,YG PLUS,KOSPI,,4800,-30,-0.62,4745,4905,4600,871016,4174273820,3.04461E+11,63429410
040300,YTN,KOSDAQ,우량기업부,6200,160,2.65,6130,6230,5990,679420,4149667870,2.604E+11,42000000
051390,YW,KOSDAQ,중견기업부,4035,-45,-1.1,4120,4120,4000,20657,83278255,45818909880,11355368
052220,iMBC,KOSDAQ,중견기업부,2985,35,1.19,2980,2995,2940,162071,481058875,68655000000,23000000
079940,가비아,KOSDAQ,우량기업부,14810,-360,-2.37,15230,15590,14780,68069,1017673730,2.00463E+11,13535684
078890,가온그룹,KOSDAQ,중견기업부,6220,170,2.81,6140,6230,6000,179944,1108044100,1.05564E+11,16971649
000500,가온전선,KOSPI,,17150,260,1.54,16870,17200,16000,30379,514997980,1.09056E+11,6358926
399720,가온칩스,KOSDAQ,벤처기업부,36800,1550,4.4,36100,37000,35050,173598,6292528350,4.2277E+11,11488320
296520,가이아코퍼레이션,KONEX,일반기업부,4800,-105,-2.14,0,0,0,0,0,22401638400,4667008
036620,감성코퍼레이션,KOSDAQ,우량기업부,3825,-55,-1.42,3900,3900,3730,1118456,4264580860,3.46884E+11,90688576
000860,강남제비스코,KOSPI,,19630,10,0.05,19740,19740,19570,21226,417035770,1.27595E+11,6500000
217730,강스템바이오텍,KOSDAQ,기술성장기업부,1614,112,7.46,1558,1614,1500,284103,443112070,61231810950,37937925
035250,강원랜드,KOSPI,,15570,570,3.8,15470,15600,15210,930809,14388547650,3.33105E+12,213940500
114190,강원에너지,KOSDAQ,중견기업부,20900,2400,12.97,19100,21400,19100,743625,15138825550,5.45971E+11,26123038
094480,갤럭시아머니트리,KOSDAQ,우량기업부,5920,160,2.78,5650,6040,5640,2267693,13351698710,2.32241E+11,39229838
011420,갤럭시아에스엠,KOSPI,,1841,11,0.6,1835,1877,1820,330845,611242859,50718894604,27549644
039240,경남스틸,KOSDAQ,우량기업부,3075,0,0,3090,3105,3060,90511,278318815,82962282300,26979604
053950,경남제약,KOSDAQ,중견기업부,1657,46,2.86,1683,1750,1627,9713804,16413836970,58719765172,35437396
002100,경농,KOSPI,,9620,70,0.73,9590,9670,9510,41300,396510020,1.87807E+11,19522575
009450,경동나비엔,KOSPI,,48500,-950,-1.92,49450,49950,47800,59417,2880177150,7.06577E+11,14568592
267290,경동도시가스,KOSPI,,19500,120,0.62,19390,19800,19230,50204,974181080,1.1496E+11,5895406
012320,경동인베스트,KOSPI,,81500,400,0.49,83000,85000,80300,42070,3457304100,1.92749E+11,2365023
011040,경동제약,KOSDAQ,우량기업부,6460,90,1.41,6450,6490,6330,186772,1198834620,1.98766E+11,30768766
000050,경방,KOSPI,,8300,220,2.72,8180,8420,8020,12232,100843970,2.27547E+11,27415270
214390,경보제약,KOSPI,,8650,-60,-0.69,8710,9100,8450,5340254,46836212100,2.06794E+11,23906860
012610,경인양행,KOSPI,,3770,70,1.89,3735,3780,3710,46536,174515285,1.56894E+11,41616365
009140,경인전자,KOSPI,,21900,250,1.15,21650,21950,21450,3237,70170350,34400454300,1570797
024910,경창산업,KOSDAQ,우량기업부,2450,5,0.2,2500,2500,2400,180819,438532465,87756562250,35819005
013580,계룡건설,KOSPI,,13300,150,1.14,13370,13370,13150,13318,176301580,1.18781E+11,8930907
012200,계양전기,KOSPI,,1978,46,2.38,1950,1979,1935,19890,38940236,53846755762,27222829
012205,계양전기우,KOSPI,,3990,-35,-0.87,3985,3995,3930,1019,4025850,4664625210,1169079
002140,고려산업,KOSPI,,3295,55,1.7,3275,3320,3215,187535,614122300,82175405375,24939425
198440,고려시멘트,KOSDAQ,중견기업부,1690,-15,-0.88,1705,1725,1690,79041,134677200,54046132400,31979960
049720,고려신용정보,KOSDAQ,우량기업부,9640,-350,-3.5,9950,9970,9610,365218,3563907440,1.37852E+11,14300000
010130,고려아연,KOSPI,,493500,23000,4.89,480000,493500,476000,44243,21504202500,1.03184E+13,20908588
002240,고려제강,KOSPI,,19440,240,1.25,19230,19700,19010,41154,798661690,4.86E+11,25000000
014570,고려제약,KOSDAQ,우량기업부,7020,20,0.29,7060,7060,6930,29800,208428870,77220000000,11000000
348150,고바이오랩,KOSDAQ,기술성장기업부,7950,380,5.02,7690,7990,7620,57906,457231180,1.50034E+11,18872208
950190,고스트스튜디오,KOSDAQ,외국기업(소속부없음),10240,70,0.69,10260,10370,10110,15228,155806130,1.39058E+11,13579892
098460,고영,KOSDAQ GLOBAL,우량기업부,12550,940,8.1,12160,12560,11830,973171,11898109800,8.61617E+11,68654755
035290,골드앤에스,KOSDAQ,중견기업부,756,20,2.72,750,765,727,372174,278710744,35116626384,46450564
900280,골든센츄리,KOSDAQ,외국기업(소속부없음),106,4,3.92,104,107,103,2966679,310922693,21772854528,205404288
215000,골프존,KOSDAQ GLOBAL,우량기업부,89800,1300,1.47,90900,91100,87500,87599,7762087900,5.63532E+11,6275415
121440,골프존뉴딘홀딩스,KOSDAQ,우량기업부,3855,40,1.05,3840,3910,3830,63028,243226885,1.65136E+11,42836818
183410,골프존데카,KONEX,일반기업부,1132,0,0,0,0,0,0,0,4653834252,4111161
366030,공구우먼,KOSDAQ,벤처기업부,6210,130,2.14,6160,6320,6160,121106,757269590,1.4046E+11,22618350
076340,관악산업,KONEX,일반기업부,5790,-200,-3.34,0,0,0,0,0,28205753400,4871460
009290,광동제약,KOSPI,,7590,-20,-0.26,7570,7650,7310,780700,5886827900,3.97874E+11,52420851
014200,광림,KOSDAQ,관리종목(소속부없음),1006,0,0,0,0,0,0,0,91250936176,90706696
017040,광명전기,KOSPI,,2255,55,2.5,2220,2285,2200,194086,435340795,97726321825,43337615
029480,광무,KOSDAQ,중견기업부,2475,245,10.99,2300,2555,2300,1023671,2505795145,1.18523E+11,47887891
017900,광전자,KOSPI,,2080,82,4.1,2000,2100,1999,213447,439627816,1.20523E+11,57943763
037710,광주신세계,KOSPI,,30450,50,0.16,30400,30500,30250,6406,194608200,2.42296E+11,7957190
026910,광진실업,KOSDAQ,중견기업부,3805,85,2.28,3730,3805,3700,15944,59989000,24372566025,6405405
397880,교보11호스팩,KOSDAQ,SPAC(소속부없음),2550,0,0,0,0,0,0,0,11322000000,4440000
421800,교보12호스팩,KOSDAQ,SPAC(소속부없음),2100,-5,-0.24,2080,2120,2075,3195,6659155,12558000000,5980000
440790,교보13호스팩,KOSDAQ,SPAC(소속부없음),2100,5,0.24,2090,2100,2080,3380,7072215,8505000000,4050000
456490,교보14호스팩,KOSDAQ,SPAC(소속부없음),2060,-5,-0.24,2090,2090,2050,15670,32196745,8652000000,4200000
030610,교보증권,KOSPI,,4980,40,0.81,4985,5040,4955,61758,308464220,5.67536E+11,113962961
339770,교촌에프앤비,KOSPI,,7440,190,2.62,7320,7450,7050,36634,266929160,1.8587E+11,24982540
053270,구영테크,KOSDAQ,중견기업부,2815,45,1.62,2775,2820,2730,99639,278601755,75324693320,26758328
007690,국도화학,KOSPI,,40400,300,0.75,40400,40500,39750,22141,886068700,3.64029E+11,9010616
005320,국동,KOSPI,,725,-1,-0.14,730,740,722,158562,115274759,41594355625,57371525
001140,국보,KOSPI,,3440,20,0.58,3420,3520,3350,60117,208318495,42620805360,12389769
066620,국보디자인,KOSDAQ,우량기업부,13400,0,0,13500,13600,13140,15908,212591120,1.005E+11,7500000
043650,국순당,KOSDAQ,우량기업부,4980,40,0.81,4980,5020,4925,14771,73478970,88934353920,17858304
006050,국영지앤엠,KOSDAQ,중견기업부,1362,4,0.29,1360,1374,1347,100701,136786629,47527320966,34895243
060480,국일신동,KOSDAQ,중견기업부,2615,15,0.58,2605,2620,2540,122138,313831520,29000350000,11090000
078130,국일제지,KOSDAQ,관리종목(소속부없음),800,0,0,0,0,0,0,0,1.02094E+11,127617473
307750,국전약품,KOSDAQ,우량기업부,6210,80,1.31,6170,6270,6090,400695,2479099810,3.0472E+11,49069269
002720,국제약품,KOSPI,,4710,80,1.73,4635,4765,4510,2006776,9369101305,99662808720,21159832
243870,굿센,KONEX,일반기업부,13390,390,3,13000,13430,12750,254,3247070,38732329090,2892631
035080,그래디언트,KOSDAQ,중견기업부,11450,260,2.32,11280,11560,11240,29612,339039510,1.77791E+11,15527584
204020,그리티,KOSDAQ,중견기업부,3500,-20,-0.57,3575,3580,3480,89664,316030740,70516005000,20147430
114450,그린생명과학,KOSDAQ,중견기업부,2165,125,6.13,2100,2175,2020,36278,76583485,43300000000,20000000
083420,그린케미칼,KOSPI,,6490,270,4.34,6260,6520,6230,45294,290868510,1.5576E+11,24000000
186230,그린플러스,KOSDAQ,벤처기업부,6860,160,2.39,6830,6920,6650,83078,566866740,74226489680,10820188
014530,극동유화,KOSPI,,4620,-410,-8.15,4875,4930,4520,2592158,12011935125,1.61097E+11,34869420
900070,글로벌에스엠,KOSDAQ,외국기업(소속부없음),570,13,2.33,555,571,555,74217,41846928,30634061760,53743968
204620,글로벌텍스프리,KOSDAQ,중견기업부,5520,-100,-1.78,5680,5710,5490,1245463,6948310740,3.0938E+11,56047109
019660,글로본,KOSDAQ,중견기업부,1530,0,0,1560,1599,1524,92127,142209122,53229841380,34790746
014280,금강공업,KOSPI,,5600,50,0.9,5650,5650,5520,78038,436430390,1.64244E+11,29329357
014285,금강공업우,KOSPI,,9060,0,0,9060,9200,9060,410,3722080,5344267500,589875
053260,금강철강,KOSDAQ,우량기업부,5470,100,1.86,5430,5490,5390,23650,128582040,1.02398E+11,18720000
008870,금비,KOSPI,,79700,-1200,-1.48,82000,82000,78700,3858,307653200,79700000000,1000000
001570,금양,KOSPI,,119700,27600,29.97,105300,119700,100200,2620126,2.94206E+11,6.94859E+12,58050037
282720,금양그린파워,KOSDAQ,중견기업부,13210,460,3.61,13260,13330,12900,158352,2082173590,1.60099E+11,12119500
002990,금호건설,KOSPI,,5230,100,1.95,5140,5230,5140,78263,406220050,1.93267E+11,36953595
002995,금호건설우,KOSPI,,14130,210,1.51,14050,14140,13990,287,4034060,4129718580,292266
011780,금호석유,KOSPI,,126600,4600,3.77,122000,126600,120900,77559,9658344000,3.71119E+12,29314312
011785,금호석유우,KOSPI,,61600,900,1.48,60800,62100,60800,7152,437976600,1.86247E+11,3023486
214330,금호에이치티,KOSPI,,692,21,3.13,680,701,678,397641,274427265,1.35732E+11,196144904
001210,금호전기,KOSPI,,860,-11,-1.26,888,888,854,137609,118736614,31856991180,37043013
073240,금호타이어,KOSPI,,4600,205,4.66,4440,4600,4430,524119,2381517715,1.3214E+12,287260287
036190,금화피에스시,KOSDAQ,우량기업부,26200,0,0,26350,26450,25950,5959,155598650,1.572E+11,6000000
049080,기가레인,KOSDAQ,벤처기업부,1284,4,0.31,1290,1292,1232,970901,1241582016,1.0899E+11,84883347
420770,기가비스,KOSDAQ,중견기업부,68400,3400,5.23,66200,68700,63000,70297,4713560400,8.67022E+11,12675758
035460,기산텔레콤,KOSDAQ,벤처기업부,2560,15,0.59,2570,2575,2510,125121,318482965,37317990400,14577340
092440,기신정기,KOSPI,,3090,5,0.16,3085,3145,3065,59416,183799145,90228000000,29200000
000270,기아,KOSPI,,79000,1400,1.8,78700,79200,77900,2066194,1.62049E+11,3.17615E+13,402044203
024110,기업은행,KOSPI,,11580,270,2.39,11400,11580,11280,1563671,17826733990,9.23419E+12,797425869
456700,길교이앤씨,KONEX,일반기업부,25000,0,0,0,0,0,0,0,22500000000,900000
013700,까뮤이앤씨,KOSPI,,1569,26,1.69,1512,1571,1511,60574,93750161,70843927320,45152280
308100,까스텔바작,KOSDAQ,중견기업부,4950,25,0.51,4995,4995,4910,10039,49622625,32792428350,6624733
004540,깨끗한나라,KOSPI,,1956,2,0.1,1965,1981,1948,35499,69516272,72842795508,37240693
004545,깨끗한나라우,KOSPI,,12600,120,0.96,12340,12610,12340,721,9079550,4613616000,366160
407400,꿈비,KOSDAQ,벤처기업부,9470,-180,-1.87,9550,9580,9000,428877,4028217400,1.15303E+11,12175591
187790,나노,KOSDAQ,벤처기업부,1257,10,0.8,1254,1285,1246,234659,295171418,38766923310,30840830
286750,나노브릭,KOSDAQ,기술성장기업부,3250,10,0.31,3195,3270,3015,323081,1026890325,66977147250,20608353
121600,나노신소재,KOSDAQ,우량기업부,141000,16400,13.16,134800,142900,129400,486989,66986634600,1.71454E+12,12159878
247660,나노씨엠에스,KOSDAQ,기술성장기업부,15200,180,1.2,15070,15400,14810,35447,535756750,66027584000,4343920
039860,나노엔텍,KOSDAQ,중견기업부,3575,105,3.03,3470,3575,3455,48042,169792890,95837266525,26807627
091970,나노캠텍,KOSDAQ,중견기업부,1000,10,1.01,981,1018,975,112036,111689731,37417493000,37417493
417010,나노팀,KOSDAQ,벤처기업부,17420,1010,6.15,16720,17500,16510,246810,4214686290,3.33668E+11,19154328
244880,나눔테크,KONEX,일반기업부,3190,50,1.59,3185,3190,3185,287,915140,16013800000,5020000
405920,나라셀라,KOSDAQ,중견기업부,5280,130,2.52,5200,5370,5050,36739,193163730,67996241280,12878076
288490,나라소프트,KONEX,일반기업부,63,4,6.78,61,65,59,29395,1838641,2725821315,43267005
051490,나라엠앤디,KOSDAQ,우량기업부,5930,290,5.14,5740,5940,5740,72683,425903420,84206000000,14200000
137080,나래나노텍,KOSDAQ,중견기업부,6300,310,5.18,6060,6320,6010,29494,182527240,69674358600,11059422
190510,나무가,KOSDAQ,우량기업부,12570,400,3.29,12300,12670,12300,116362,1447301530,2.04292E+11,16252384
242040,나무기술,KOSDAQ,기술성장기업부,2095,95,4.75,2025,2100,2010,492490,1014773685,72500123080,34606264
089600,나스미디어,KOSDAQ,우량기업부,20100,150,0.75,20000,20350,19610,63498,1268019390,2.3252E+11,11568163
293580,나우IB,KOSDAQ,중견기업부,1193,-42,-3.4,1241,1245,1183,604120,728149970,1.14254E+11,95770000
257990,나우코스,KONEX,일반기업부,4790,-230,-4.58,5090,5090,4790,69,332865,28183842680,5883892
138610,나이벡,KOSDAQ,기술성장기업부,17120,410,2.45,16900,17160,16340,54611,912987600,1.70472E+11,9957479
130580,나이스디앤비,KOSDAQ,우량기업부,6120,70,1.16,6100,6160,6050,6962,42458170,94248000000,15400000
036800,나이스정보통신,KOSDAQ,우량기업부,21700,250,1.17,21450,21700,21150,3574,76976100,2.17E+11,10000000
267320,나인테크,KOSDAQ,벤처기업부,3460,165,5.01,3345,3485,3340,861035,2951354140,1.51078E+11,43664104
001260,남광토건,KOSPI,,7870,130,1.68,7800,7950,7620,12850,100675070,77382341640,9832572
008350,남선알미늄,KOSPI,,2055,40,1.99,2050,2060,2015,1081984,2210133615,2.65258E+11,129079090
008355,남선알미우,KOSPI,,20150,50,0.25,21400,21400,20100,925,18696250,6203983500,307890
004270,남성,KOSPI,,2090,30,1.46,2060,2095,2000,192810,397917535,75683414400,36212160
003920,남양유업,KOSPI,,465500,-6500,-1.38,471500,475000,457000,2612,1213382000,3.3516E+11,720000
003925,남양유업우,KOSPI,,246500,-2500,-1,251000,251500,246000,349,86359500,49300000000,200000
025860,남해화학,KOSPI,,7330,90,1.24,7330,7350,7250,145920,1066662700,3.64146E+11,49678843
111710,남화산업,KOSDAQ,중견기업부,6090,70,1.16,6000,6090,5960,8673,52329400,1.25381E+11,20588000
091590,남화토건,KOSDAQ,우량기업부,6470,40,0.62,6480,6530,6370,37569,241958140,75957800000,11740000
168330,내츄럴엔도텍,KOSDAQ,벤처기업부,2200,10,0.46,2195,2240,2170,31267,68381330,69860780000,31754900
094860,네오리진,KOSDAQ,벤처기업부,303,4,1.34,299,308,297,109593,33034981,31651311825,104459775
253590,네오셈,KOSDAQ,우량기업부,3990,90,2.31,3940,3990,3815,327356,1286461815,1.65586E+11,41500303
212560,네오오토,KOSDAQ,우량기업부,6950,70,1.02,6900,6990,6870,45909,317927600,54730992850,7874963
095660,네오위즈,KOSDAQ,우량기업부,29250,450,1.56,29200,29600,28350,484047,13998197100,6.44486E+11,22033719
